gene_id	logFC
ENSG00000229611	3.1699250014423126
ENSG00000256427	3.1699250014423126
ENSG00000204278	3.1699250014423126
ENSG00000223491	3.1699250014423126
ENSG00000251806	3.1699250014423126
ENSG00000201151	3.1699250014423126
ENSG00000155265	3.1699250014423126
ENSG00000161180	3.1699250014423126
ENSG00000266258	3.1699250014423126
ENSG00000263812	3.123382415505282
ENSG00000092054	3.1154772174199357
ENSG00000267497	3.0874628412503395
ENSG00000232535	3.0874628412503395
ENSG00000211451	3.0874628412503395
ENSG00000112981	3.070389327891398
ENSG00000229557	3.0588936890535687
ENSG00000197921	3.0443941193584534
ENSG00000128815	3.0443941193584534
ENSG00000171533	3.008028373755935
ENSG00000253784	3.0
ENSG00000249140	3.0
ENSG00000241358	3.0
ENSG00000152670	3.0
ENSG00000249239	3.0
ENSG00000238835	3.0
ENSG00000119283	3.0
ENSG00000230547	3.0
ENSG00000187066	3.0
ENSG00000187821	3.0
ENSG00000221634	3.0
ENSG00000198178	3.0
ENSG00000240327	3.0
ENSG00000173612	3.0
ENSG00000214102	3.0
ENSG00000265112	3.0
ENSG00000162641	3.0
ENSG00000200502	3.0
ENSG00000096395	3.0
ENSG00000235119	3.0
ENSG00000252311	3.0
ENSG00000258285	3.0
ENSG00000239043	3.0
ENSG00000243319	3.0
ENSG00000254180	3.0
ENSG00000260878	3.0
ENSG00000179774	3.0
ENSG00000235612	3.0
ENSG00000268856	3.0
ENSG00000218502	3.0
ENSG00000262714	3.0
ENSG00000165566	2.9876917409624655
ENSG00000259439	2.964501318778614
ENSG00000148704	2.954196310386875
ENSG00000100427	2.954196310386875
ENSG00000189157	2.938599455335857
ENSG00000125618	2.9301488907460285
ENSG00000184302	2.9096359723473357
ENSG00000207336	2.9068905956085187
ENSG00000257060	2.9068905956085187
ENSG00000222046	2.9068905956085187
ENSG00000238164	2.9068905956085187
ENSG00000170091	2.8579809951275723
ENSG00000047936	2.84701913963112
ENSG00000165462	2.842760258188803
ENSG00000264519	2.807354922057604
ENSG00000226666	2.807354922057604
ENSG00000236289	2.807354922057604
ENSG00000165841	2.807354922057604
ENSG00000259668	2.807354922057604
ENSG00000075073	2.807354922057604
ENSG00000182329	2.807354922057604
ENSG00000134612	2.807354922057604
ENSG00000132554	2.807354922057604
ENSG00000246877	2.807354922057604
ENSG00000143921	2.807354922057604
ENSG00000101307	2.807354922057604
ENSG00000237807	2.807354922057604
ENSG00000104941	2.807354922057604
ENSG00000172650	2.807354922057604
ENSG00000249150	2.807354922057604
ENSG00000172967	2.807354922057604
ENSG00000230524	2.807354922057604
ENSG00000180269	2.807354922057604
ENSG00000207245	2.807354922057604
ENSG00000262171	2.807354922057604
ENSG00000228008	2.807354922057604
ENSG00000248265	2.807354922057604
ENSG00000253372	2.807354922057604
ENSG00000233747	2.807354922057604
ENSG00000177910	2.807354922057604
ENSG00000254202	2.807354922057604
ENSG00000197520	2.807354922057604
ENSG00000231532	2.807354922057604
ENSG00000229900	2.807354922057604
ENSG00000232656	2.807354922057604
ENSG00000250031	2.807354922057604
ENSG00000170549	2.761460156086955
ENSG00000099840	2.7548875021634687
ENSG00000186051	2.7548875021634687
ENSG00000184486	2.750461436650429
ENSG00000229847	2.736965594166206
ENSG00000260063	2.700439718141092
ENSG00000105370	2.700439718141092
ENSG00000149972	2.700439718141092
ENSG00000228084	2.700439718141092
ENSG00000260872	2.700439718141092
ENSG00000174837	2.700439718141092
ENSG00000236268	2.700439718141092
ENSG00000141434	2.700439718141092
ENSG00000144130	2.700439718141092
ENSG00000170370	2.6814704815745025
ENSG00000138083	2.670431842910506
ENSG00000263235	2.662965012722429
ENSG00000118308	2.662965012722429
ENSG00000118729	2.662965012722429
ENSG00000220695	2.662965012722429
ENSG00000170390	2.652939294537163
ENSG00000140287	2.6502539609728752
ENSG00000055813	2.643856189774725
ENSG00000058404	2.643856189774725
ENSG00000163661	2.6259080507200725
ENSG00000075891	2.6183210976675872
ENSG00000207704	2.584962500721156
ENSG00000164185	2.584962500721156
ENSG00000253479	2.584962500721156
ENSG00000115297	2.584962500721156
ENSG00000234197	2.584962500721156
ENSG00000262470	2.584962500721156
ENSG00000261135	2.584962500721156
ENSG00000177350	2.584962500721156
ENSG00000146221	2.584962500721156
ENSG00000249304	2.584962500721156
ENSG00000261442	2.584962500721156
ENSG00000266433	2.584962500721156
ENSG00000238630	2.584962500721156
ENSG00000179869	2.584962500721156
ENSG00000272784	2.584962500721156
ENSG00000215902	2.584962500721156
ENSG00000246898	2.584962500721156
ENSG00000268723	2.584962500721156
ENSG00000235937	2.584962500721156
ENSG00000176040	2.584962500721156
ENSG00000184374	2.584962500721156
ENSG00000143107	2.584962500721156
ENSG00000148734	2.584962500721156
ENSG00000230333	2.584962500721156
ENSG00000267319	2.584962500721156
ENSG00000125997	2.584962500721156
ENSG00000273487	2.584962500721156
ENSG00000219565	2.584962500721156
ENSG00000203855	2.584962500721156
ENSG00000260757	2.584962500721156
ENSG00000166866	2.584962500721156
ENSG00000173662	2.584962500721156
ENSG00000244157	2.584962500721156
ENSG00000267515	2.584962500721156
ENSG00000247728	2.584962500721156
ENSG00000164393	2.584962500721156
ENSG00000130595	2.584962500721156
ENSG00000248828	2.584962500721156
ENSG00000242182	2.584962500721156
ENSG00000231209	2.584962500721156
ENSG00000230939	2.584962500721156
ENSG00000235005	2.584962500721156
ENSG00000261357	2.584962500721156
ENSG00000204174	2.584962500721156
ENSG00000260448	2.584962500721156
ENSG00000160321	2.584962500721156
ENSG00000198384	2.584962500721156
ENSG00000233837	2.584962500721156
ENSG00000213999	2.584962500721156
ENSG00000153820	2.584962500721156
ENSG00000174448	2.584962500721156
ENSG00000249661	2.584962500721156
ENSG00000259216	2.584962500721156
ENSG00000184274	2.584962500721156
ENSG00000216588	2.584962500721156
ENSG00000030304	2.584962500721156
ENSG00000197616	2.584962500721156
ENSG00000197083	2.584962500721156
ENSG00000101197	2.584962500721156
ENSG00000249214	2.584962500721156
ENSG00000112539	2.572889668420581
ENSG00000126785	2.5598715197583255
ENSG00000196092	2.5571969723384447
ENSG00000152669	2.5563933485243857
ENSG00000251381	2.5501970825604796
ENSG00000189223	2.545278799248674
ENSG00000170893	2.5387394839605104
ENSG00000176919	2.5360529002402097
ENSG00000250208	2.5347767435529396
ENSG00000165659	2.5274114781589976
ENSG00000143473	2.523561956057013
ENSG00000204169	2.523561956057013
ENSG00000144891	2.523561956057013
ENSG00000169306	2.523561956057013
ENSG00000162618	2.513276050224108
ENSG00000120457	2.5025003405291835
ENSG00000143631	2.5025003405291835
ENSG00000255248	2.501223619170739
ENSG00000170927	2.485426827170242
ENSG00000104490	2.48286431310242
ENSG00000177984	2.481126689736616
ENSG00000089116	2.475198934495614
ENSG00000180176	2.473931188332412
ENSG00000139352	2.4681488357384063
ENSG00000162825	2.4594316186372973
ENSG00000185904	2.4594316186372973
ENSG00000236502	2.4594316186372973
ENSG00000222017	2.4594316186372973
ENSG00000172568	2.4594316186372973
ENSG00000250130	2.4594316186372973
ENSG00000180316	2.4594316186372973
ENSG00000211452	2.4594316186372973
ENSG00000211699	2.4594316186372973
ENSG00000196533	2.4594316186372973
ENSG00000230071	2.4594316186372973
ENSG00000236773	2.4594316186372973
ENSG00000175267	2.4594316186372973
ENSG00000251896	2.4594316186372973
ENSG00000169413	2.4594316186372973
ENSG00000205336	2.4519175649799907
ENSG00000138823	2.4500329206350475
ENSG00000181541	2.4418375586225594
ENSG00000164796	2.4288432988038746
ENSG00000235447	2.415037499278844
ENSG00000228242	2.415037499278844
ENSG00000198732	2.4145843203711164
ENSG00000101542	2.4130098179318615
ENSG00000185559	2.401628586853013
ENSG00000120094	2.3923174227787602
ENSG00000064218	2.3923174227787602
ENSG00000100314	2.3923174227787602
ENSG00000250091	2.3645724322958563
ENSG00000231435	2.321928094887362
ENSG00000255156	2.321928094887362
ENSG00000249465	2.321928094887362
ENSG00000264520	2.321928094887362
ENSG00000231360	2.321928094887362
ENSG00000249948	2.321928094887362
ENSG00000253559	2.321928094887362
ENSG00000227868	2.321928094887362
ENSG00000113600	2.321928094887362
ENSG00000270097	2.321928094887362
ENSG00000204001	2.321928094887362
ENSG00000221055	2.321928094887362
ENSG00000249906	2.321928094887362
ENSG00000234432	2.321928094887362
ENSG00000243979	2.321928094887362
ENSG00000086717	2.321928094887362
ENSG00000232821	2.321928094887362
ENSG00000143001	2.321928094887362
ENSG00000253177	2.321928094887362
ENSG00000261634	2.321928094887362
ENSG00000171931	2.321928094887362
ENSG00000170442	2.321928094887362
ENSG00000265798	2.321928094887362
ENSG00000251221	2.321928094887362
ENSG00000222306	2.321928094887362
ENSG00000222604	2.321928094887362
ENSG00000260139	2.321928094887362
ENSG00000268182	2.321928094887362
ENSG00000258590	2.321928094887362
ENSG00000234737	2.321928094887362
ENSG00000219755	2.321928094887362
ENSG00000115850	2.321928094887362
ENSG00000229723	2.321928094887362
ENSG00000272002	2.321928094887362
ENSG00000228140	2.321928094887362
ENSG00000128652	2.321928094887362
ENSG00000215529	2.321928094887362
ENSG00000187144	2.321928094887362
ENSG00000183055	2.321928094887362
ENSG00000132671	2.321928094887362
ENSG00000147571	2.321928094887362
ENSG00000162630	2.321928094887362
ENSG00000073146	2.321928094887362
ENSG00000263335	2.321928094887362
ENSG00000156222	2.321928094887362
ENSG00000272181	2.321928094887362
ENSG00000005421	2.321928094887362
ENSG00000257573	2.321928094887362
ENSG00000225808	2.321928094887362
ENSG00000268849	2.321928094887362
ENSG00000229645	2.321928094887362
ENSG00000130427	2.321928094887362
ENSG00000250942	2.321928094887362
ENSG00000268186	2.321928094887362
ENSG00000266942	2.321928094887362
ENSG00000259404	2.321928094887362
ENSG00000164112	2.321928094887362
ENSG00000005381	2.321928094887362
ENSG00000227355	2.321928094887362
ENSG00000249889	2.321928094887362
ENSG00000272053	2.321928094887362
ENSG00000267282	2.321928094887362
ENSG00000189045	2.321928094887362
ENSG00000184709	2.321928094887362
ENSG00000263982	2.321928094887362
ENSG00000180066	2.321928094887362
ENSG00000178248	2.321928094887362
ENSG00000255277	2.321928094887362
ENSG00000213714	2.321928094887362
ENSG00000175820	2.321928094887362
ENSG00000198597	2.292781749227846
ENSG00000078018	2.288761230952163
ENSG00000165495	2.284303022587445
ENSG00000158683	2.2801079191927354
ENSG00000154319	2.2761244052742375
ENSG00000181965	2.273018494406416
ENSG00000101958	2.273018494406416
ENSG00000239922	2.263034405833794
ENSG00000034239	2.263034405833794
ENSG00000168702	2.2529807411698712
ENSG00000106689	2.249613890071472
ENSG00000154263	2.2479275134435857
ENSG00000226491	2.2479275134435857
ENSG00000245526	2.241008099503795
ENSG00000267356	2.2370391973008497
ENSG00000229743	2.2370391973008497
ENSG00000129009	2.232660756790275
ENSG00000258404	2.222392421336448
ENSG00000080007	2.222392421336448
ENSG00000196772	2.222392421336448
ENSG00000155026	2.222392421336448
ENSG00000232788	2.222392421336448
ENSG00000242095	2.222392421336448
ENSG00000146006	2.20945336562895
ENSG00000230246	2.20945336562895
ENSG00000187323	2.2078928516413328
ENSG00000149527	2.2016338611696504
ENSG00000134438	2.185866545311334
ENSG00000102069	2.1699250014423126
ENSG00000228412	2.1699250014423126
ENSG00000226445	2.1699250014423126
ENSG00000177291	2.1699250014423126
ENSG00000111046	2.1699250014423126
ENSG00000118156	2.1699250014423126
ENSG00000185945	2.1699250014423126
ENSG00000198028	2.1699250014423126
ENSG00000261662	2.1699250014423126
ENSG00000231196	2.1699250014423126
ENSG00000229990	2.1699250014423126
ENSG00000203546	2.1699250014423126
ENSG00000102245	2.1699250014423126
ENSG00000260343	2.1699250014423126
ENSG00000261783	2.1699250014423126
ENSG00000271057	2.1699250014423126
ENSG00000212402	2.1699250014423126
ENSG00000013725	2.1699250014423126
ENSG00000267681	2.1699250014423126
ENSG00000273174	2.1699250014423126
ENSG00000174473	2.1699250014423126
ENSG00000115607	2.1699250014423126
ENSG00000229609	2.1699250014423126
ENSG00000100024	2.1699250014423126
ENSG00000259417	2.1699250014423126
ENSG00000007350	2.1699250014423126
ENSG00000148702	2.1699250014423126
ENSG00000167178	2.167599948496069
ENSG00000178809	2.146841388329271
ENSG00000269176	2.146841388329271
ENSG00000211454	2.146841388329271
ENSG00000255320	2.137503523749935
ENSG00000245322	2.137503523749935
ENSG00000273087	2.1255308820838588
ENSG00000256564	2.115477217419936
ENSG00000078795	2.115477217419936
ENSG00000180712	2.115477217419936
ENSG00000099957	2.115477217419936
ENSG00000204583	2.115477217419936
ENSG00000214837	2.115477217419936
ENSG00000234206	2.115477217419936
ENSG00000116147	2.0995356735509145
ENSG00000109738	2.0919224894410395
ENSG00000257842	2.0874628412503395
ENSG00000172752	2.0874628412503395
ENSG00000139219	2.08201948335929
ENSG00000148516	2.0807312721128572
ENSG00000181234	2.071119991386828
ENSG00000158077	2.070389327891398
ENSG00000236532	2.0443941193584534
ENSG00000248540	2.036836768180372
ENSG00000172005	2.035623909730721
ENSG00000122584	2.0324214776923775
ENSG00000144152	2.0266679504620804
ENSG00000016490	2.0179219079972626
ENSG00000178235	2.009984088572622
ENSG00000203797	2.0
ENSG00000244710	2.0
ENSG00000253921	2.0
ENSG00000261096	2.0
ENSG00000179097	2.0
ENSG00000272259	2.0
ENSG00000272549	2.0
ENSG00000225353	2.0
ENSG00000213620	2.0
ENSG00000203663	2.0
ENSG00000123364	2.0
ENSG00000132958	2.0
ENSG00000225156	2.0
ENSG00000201806	2.0
ENSG00000270433	2.0
ENSG00000269942	2.0
ENSG00000209042	2.0
ENSG00000164304	2.0
ENSG00000270499	2.0
ENSG00000264344	2.0
ENSG00000230772	2.0
ENSG00000262050	2.0
ENSG00000164256	2.0
ENSG00000167798	2.0
ENSG00000266358	2.0
ENSG00000236717	2.0
ENSG00000206824	2.0
ENSG00000237007	2.0
ENSG00000261312	2.0
ENSG00000238286	2.0
ENSG00000197980	2.0
ENSG00000185972	2.0
ENSG00000213994	2.0
ENSG00000207062	2.0
ENSG00000271368	2.0
ENSG00000167208	2.0
ENSG00000211973	2.0
ENSG00000269806	2.0
ENSG00000213071	2.0
ENSG00000214142	2.0
ENSG00000230769	2.0
ENSG00000177363	2.0
ENSG00000264357	2.0
ENSG00000187258	2.0
ENSG00000233406	2.0
ENSG00000239055	2.0
ENSG00000255257	2.0
ENSG00000069206	2.0
ENSG00000200344	2.0
ENSG00000259219	2.0
ENSG00000224036	2.0
ENSG00000228446	2.0
ENSG00000229520	2.0
ENSG00000234286	2.0
ENSG00000255587	2.0
ENSG00000231804	2.0
ENSG00000230393	2.0
ENSG00000268529	2.0
ENSG00000260799	2.0
ENSG00000260128	2.0
ENSG00000255447	2.0
ENSG00000254900	2.0
ENSG00000163380	2.0
ENSG00000269104	2.0
ENSG00000230314	2.0
ENSG00000211767	2.0
ENSG00000243025	2.0
ENSG00000271824	2.0
ENSG00000214881	2.0
ENSG00000201793	2.0
ENSG00000215796	2.0
ENSG00000135454	2.0
ENSG00000248795	2.0
ENSG00000236018	2.0
ENSG00000243064	2.0
ENSG00000257769	2.0
ENSG00000258086	2.0
ENSG00000259931	2.0
ENSG00000206621	2.0
ENSG00000257198	2.0
ENSG00000186790	2.0
ENSG00000258604	2.0
ENSG00000175556	2.0
ENSG00000263693	2.0
ENSG00000215478	2.0
ENSG00000164849	2.0
ENSG00000225938	2.0
ENSG00000176318	2.0
ENSG00000180869	2.0
ENSG00000248209	2.0
ENSG00000259757	2.0
ENSG00000182521	2.0
ENSG00000258131	2.0
ENSG00000228714	2.0
ENSG00000237149	2.0
ENSG00000125820	2.0
ENSG00000240750	2.0
ENSG00000242352	2.0
ENSG00000252075	2.0
ENSG00000271138	2.0
ENSG00000164935	2.0
ENSG00000250329	2.0
ENSG00000204241	2.0
ENSG00000229848	2.0
ENSG00000258355	2.0
ENSG00000187754	2.0
ENSG00000267606	2.0
ENSG00000265100	2.0
ENSG00000234132	2.0
ENSG00000225533	2.0
ENSG00000114124	2.0
ENSG00000213791	2.0
ENSG00000265137	2.0
ENSG00000136867	2.0
ENSG00000272650	2.0
ENSG00000187758	2.0
ENSG00000187559	2.0
ENSG00000253848	2.0
ENSG00000253596	2.0
ENSG00000231877	2.0
ENSG00000168594	2.0
ENSG00000240003	2.0
ENSG00000251991	2.0
ENSG00000139144	2.0
ENSG00000258944	2.0
ENSG00000223731	2.0
ENSG00000258769	2.0
ENSG00000270571	2.0
ENSG00000182632	2.0
ENSG00000244308	2.0
ENSG00000232456	2.0
ENSG00000266445	2.0
ENSG00000270641	2.0
ENSG00000206920	2.0
ENSG00000258646	2.0
ENSG00000145949	2.0
ENSG00000258414	2.0
ENSG00000222460	2.0
ENSG00000171903	2.0
ENSG00000249489	2.0
ENSG00000265407	2.0
ENSG00000106004	2.0
ENSG00000224132	2.0
ENSG00000213406	2.0
ENSG00000180662	2.0
ENSG00000168260	2.0
ENSG00000186367	2.0
ENSG00000196344	2.0
ENSG00000227394	2.0
ENSG00000233968	2.0
ENSG00000220734	2.0
ENSG00000267172	2.0
ENSG00000248113	2.0
ENSG00000168874	1.994763351633853
ENSG00000007129	1.9798221180623699
ENSG00000163064	1.9761532580456322
ENSG00000162873	1.9686095808524535
ENSG00000128917	1.9652345818393235
ENSG00000168505	1.9546394666001246
ENSG00000229178	1.9541963103868754
ENSG00000169994	1.9541963103868754
ENSG00000107249	1.9499593175004046
ENSG00000250765	1.9475325801058647
ENSG00000196767	1.9475325801058647
ENSG00000171016	1.946716576101707
ENSG00000109906	1.945960160287111
ENSG00000153266	1.9404431553195451
ENSG00000232000	1.9385994553358568
ENSG00000158815	1.9312524102043023
ENSG00000140839	1.9307373375628862
ENSG00000128606	1.928783201457361
ENSG00000128573	1.925999418556223
ENSG00000165655	1.9221658599474376
ENSG00000165443	1.9125371587496607
ENSG00000184221	1.9068905956085187
ENSG00000077327	1.9068905956085187
ENSG00000230630	1.8981203859807865
ENSG00000166246	1.8744691179161412
ENSG00000273010	1.8744691179161412
ENSG00000236044	1.8744691179161412
ENSG00000196987	1.8744691179161412
ENSG00000152086	1.8744691179161412
ENSG00000181143	1.8744691179161412
ENSG00000175745	1.8725601595947627
ENSG00000155093	1.8692133924646457
ENSG00000106034	1.8605969433345837
ENSG00000142609	1.8579809951275723
ENSG00000198822	1.8579809951275723
ENSG00000141449	1.8573347711342865
ENSG00000040731	1.8568750579014028
ENSG00000154856	1.8554334953967317
ENSG00000135903	1.8545351905473824
ENSG00000231160	1.8541491335365454
ENSG00000254377	1.8541491335365454
ENSG00000228612	1.84799690655495
ENSG00000238113	1.8450253400236591
ENSG00000215386	1.8450253400236591
ENSG00000159713	1.839535327806754
ENSG00000121068	1.838937567267484
ENSG00000188483	1.836864164220327
ENSG00000225091	1.8365012677171209
ENSG00000182103	1.8348632374067335
ENSG00000149633	1.8328900141647417
ENSG00000169247	1.8300749985576878
ENSG00000227536	1.8300749985576878
ENSG00000115252	1.8259706002249512
ENSG00000150048	1.8259706002249512
ENSG00000115266	1.8119276518474283
ENSG00000146147	1.8073549220576042
ENSG00000197046	1.8073549220576042
ENSG00000187175	1.8073549220576042
ENSG00000266876	1.8073549220576042
ENSG00000226846	1.8073549220576042
ENSG00000257376	1.8073549220576042
ENSG00000247809	1.8073549220576042
ENSG00000229619	1.8073549220576042
ENSG00000248180	1.8073549220576042
ENSG00000261360	1.8073549220576042
ENSG00000219699	1.8073549220576042
ENSG00000224165	1.8073549220576042
ENSG00000197057	1.8073549220576042
ENSG00000269707	1.8073549220576042
ENSG00000265462	1.8073549220576042
ENSG00000271020	1.8073549220576042
ENSG00000236534	1.8073549220576042
ENSG00000160883	1.8073549220576042
ENSG00000215441	1.8073549220576042
ENSG00000236480	1.8073549220576042
ENSG00000256625	1.8073549220576042
ENSG00000114654	1.8073549220576042
ENSG00000255974	1.8073549220576042
ENSG00000226823	1.8073549220576042
ENSG00000206838	1.8073549220576042
ENSG00000198788	1.8073549220576042
ENSG00000272529	1.8073549220576042
ENSG00000213277	1.8073549220576042
ENSG00000199933	1.8073549220576042
ENSG00000130649	1.8073549220576042
ENSG00000171195	1.8073549220576042
ENSG00000261405	1.8073549220576042
ENSG00000176438	1.8073549220576042
ENSG00000228369	1.8073549220576042
ENSG00000178084	1.8073549220576042
ENSG00000235627	1.8073549220576042
ENSG00000256542	1.8073549220576042
ENSG00000263264	1.8073549220576042
ENSG00000149243	1.8073549220576042
ENSG00000248415	1.8073549220576042
ENSG00000265452	1.8073549220576042
ENSG00000233110	1.8073549220576042
ENSG00000213432	1.8073549220576042
ENSG00000095110	1.8073549220576042
ENSG00000010379	1.8073549220576042
ENSG00000229468	1.8073549220576042
ENSG00000154646	1.8073549220576042
ENSG00000129465	1.8073549220576042
ENSG00000206159	1.8073549220576042
ENSG00000104237	1.8073549220576042
ENSG00000035720	1.8073549220576042
ENSG00000222364	1.8073549220576042
ENSG00000231684	1.8073549220576042
ENSG00000091656	1.8045132921436566
ENSG00000147488	1.7990873060740036
ENSG00000148053	1.7975071361012571
ENSG00000243230	1.7935491225325737
ENSG00000259472	1.7865963618908067
ENSG00000271978	1.7776075786635521
ENSG00000114200	1.7750142020153858
ENSG00000159197	1.7655347463629771
ENSG00000267385	1.7655347463629771
ENSG00000139445	1.760812336120574
ENSG00000250742	1.7500217469916526
ENSG00000188596	1.7472339296200334
ENSG00000267221	1.7454271729144024
ENSG00000198374	1.7369655941662063
ENSG00000261707	1.7369655941662063
ENSG00000166743	1.7369655941662063
ENSG00000095464	1.7369655941662063
ENSG00000259388	1.7369655941662063
ENSG00000212440	1.7369655941662063
ENSG00000256283	1.7369655941662063
ENSG00000272283	1.7369655941662063
ENSG00000132832	1.7369655941662063
ENSG00000272109	1.7369655941662063
ENSG00000235601	1.7369655941662063
ENSG00000233388	1.7369655941662063
ENSG00000204805	1.7369655941662063
ENSG00000214027	1.7369655941662063
ENSG00000143512	1.7369655941662063
ENSG00000183148	1.7369655941662063
ENSG00000126856	1.7369655941662063
ENSG00000206127	1.7369655941662063
ENSG00000111729	1.7369655941662063
ENSG00000107623	1.7369655941662063
ENSG00000258102	1.7369655941662063
ENSG00000137473	1.7318038890504273
ENSG00000145284	1.7290386783945775
ENSG00000162733	1.7239389138699668
ENSG00000157851	1.723166331887298
ENSG00000261005	1.7224660244710912
ENSG00000183722	1.7218587017759979
ENSG00000272927	1.7198920808072646
ENSG00000222033	1.7198920808072646
ENSG00000272636	1.7162070339994089
ENSG00000185519	1.7162070339994089
ENSG00000253554	1.7162070339994089
ENSG00000159409	1.7162070339994089
ENSG00000164037	1.7104933828050153
ENSG00000108231	1.70626879694329
ENSG00000224243	1.7004397181410922
ENSG00000251969	1.7004397181410922
ENSG00000268179	1.7004397181410922
ENSG00000186919	1.7004397181410922
ENSG00000255441	1.7004397181410922
ENSG00000115474	1.7004397181410922
ENSG00000204740	1.7004397181410922
ENSG00000249738	1.7004397181410922
ENSG00000164161	1.680382065799839
ENSG00000176165	1.6780719051126378
ENSG00000237125	1.6780719051126378
ENSG00000177173	1.6780719051126378
ENSG00000166960	1.6780719051126378
ENSG00000178750	1.6780719051126378
ENSG00000233593	1.6724253419714956
ENSG00000117400	1.6698513983076693
ENSG00000214694	1.6698513983076693
ENSG00000224020	1.6698513983076693
ENSG00000260361	1.6629650127224291
ENSG00000069018	1.6629650127224291
ENSG00000153930	1.6629650127224291
ENSG00000189108	1.6629650127224291
ENSG00000163075	1.6629650127224291
ENSG00000176153	1.6629650127224291
ENSG00000227921	1.6520766965796934
ENSG00000104154	1.6520766965796934
ENSG00000154529	1.647698256069119
ENSG00000072182	1.6438561897747248
ENSG00000246528	1.6438561897747248
ENSG00000151702	1.640244936222346
ENSG00000111432	1.6380087350827905
ENSG00000123454	1.6261851634476694
ENSG00000144406	1.6244908649077938
ENSG00000197859	1.6166713604484946
ENSG00000174776	1.6147098441152081
ENSG00000132437	1.6076825772212395
ENSG00000145864	1.6026645024546151
ENSG00000231105	1.5849625007211563
ENSG00000271858	1.5849625007211563
ENSG00000099769	1.5849625007211563
ENSG00000259137	1.5849625007211563
ENSG00000183888	1.5849625007211563
